chain,protocol,source,source_port,destination,destination_port,action
FORWARD,udp,193.192.215.100,58695,63.145.211.219,5766,ACCEPT
FORWARD,udp,53.16.76.100,20320,203.15.77.222,17404,DROP
INPUT,udp,28.195.46.41,19722,13.242.45.77,8163,ACCEPT
OUTPUT,tcp,185.217.143.199,56233,64.111.220.74,25081,DROP
FORWARD,tcp,14.179.14.150,45946,226.11.98.80,58483,DROP
OUTPUT,tcp,140.196.175.202,64805,144.246.104.69,44892,DROP
INPUT,udp,110.249.53.53,8940,203.202.232.219,18290,ACCEPT
OUTPUT,tcp,136.84.128.239,22784,38.80.176.228,21326,ACCEPT
INPUT,udp,150.2.119.242,25789,237.38.135.172,34579,DROP
INPUT,udp,79.248.43.99,47248,51.219.182.88,34614,DROP
INPUT,udp,20.213.45.222,30481,150.200.219.130,24642,DROP
OUTPUT,tcp,165.102.171.230,50233,190.129.30.206,28080,ACCEPT
OUTPUT,tcp,40.183.129.193,30570,167.235.245.60,37030,DROP
INPUT,udp,192.69.70.97,5644,118.129.177.186,8292,ACCEPT
FORWARD,tcp,134.11.182.119,17447,148.180.109.13,59030,DROP
FORWARD,udp,23.100.164.145,17906,234.242.49.187,38054,DROP
OUTPUT,tcp,96.19.52.119,11497,115.52.150.165,39973,ACCEPT
OUTPUT,udp,254.49.252.78,33894,250.213.41.133,8988,ACCEPT
INPUT,tcp,198.16.161.52,30750,107.137.27.188,49040,DROP
OUTPUT,udp,99.48.10.8,45064,230.219.133.112,40496,ACCEPT
FORWARD,udp,21.119.163.213,36766,113.197.144.39,54562,ACCEPT
OUTPUT,udp,54.125.146.137,27734,60.157.72.188,12609,ACCEPT
FORWARD,udp,43.106.93.228,36976,91.157.196.92,61027,DROP
OUTPUT,tcp,122.182.185.168,59915,158.19.220.119,18512,ACCEPT
INPUT,udp,109.124.57.65,27208,250.119.70.150,40342,ACCEPT
INPUT,udp,153.171.159.142,47086,96.208.135.29,45151,ACCEPT
OUTPUT,udp,2.214.151.23,22477,167.205.48.48,27801,ACCEPT
OUTPUT,udp,62.19.140.206,27051,118.247.179.187,24432,ACCEPT
OUTPUT,tcp,30.240.124.119,2670,66.233.171.38,17279,DROP
INPUT,tcp,160.198.64.52,37031,93.139.77.54,27965,ACCEPT
INPUT,udp,222.114.142.89,53525,18.32.174.81,53017,DROP
OUTPUT,tcp,32.206.235.126,42297,153.114.1.143,11156,ACCEPT
FORWARD,tcp,37.183.63.231,58712,161.19.221.137,4452,DROP
FORWARD,udp,45.33.20.82,35383,17.33.190.208,27734,ACCEPT
FORWARD,udp,232.22.101.98,46479,122.218.198.0,43305,ACCEPT
FORWARD,tcp,198.196.73.128,46491,224.150.42.77,13413,ACCEPT
INPUT,udp,110.201.184.44,18886,38.241.100.2,48660,ACCEPT
INPUT,tcp,98.187.83.153,56994,201.106.215.215,58884,ACCEPT
OUTPUT,tcp,96.72.168.122,12395,61.166.129.140,41752,ACCEPT
FORWARD,tcp,107.169.35.207,64623,27.10.191.144,47535,DROP
FORWARD,udp,150.117.109.195,56937,185.177.222.99,13556,DROP
OUTPUT,tcp,78.25.37.37,1020,236.167.158.225,10210,DROP
INPUT,tcp,242.93.38.6,37274,130.230.37.62,50480,ACCEPT
INPUT,udp,162.209.171.158,56142,86.19.59.250,55680,ACCEPT
INPUT,udp,79.31.208.18,61767,150.243.182.219,10320,DROP
FORWARD,udp,70.47.42.109,11018,45.170.98.112,16586,DROP
OUTPUT,udp,241.135.195.200,26012,133.88.194.190,44235,ACCEPT
INPUT,tcp,67.74.34.174,28631,68.0.242.232,40067,DROP
INPUT,udp,172.105.186.237,31658,192.41.51.93,33417,ACCEPT
FORWARD,udp,152.43.39.231,15068,60.139.244.103,55339,DROP
INPUT,udp,7.136.230.59,57639,178.50.65.155,57999,DROP
OUTPUT,tcp,136.102.57.124,46041,156.63.131.124,35983,ACCEPT
OUTPUT,udp,4.66.39.230,58641,158.41.239.57,54019,ACCEPT
OUTPUT,udp,9.75.103.178,47455,27.212.135.33,38249,ACCEPT
OUTPUT,udp,61.28.23.101,43107,11.136.98.207,14516,DROP
FORWARD,udp,201.157.35.4,18220,132.254.112.168,10865,DROP
FORWARD,udp,157.130.249.85,21148,142.101.3.238,29362,ACCEPT
INPUT,udp,246.3.69.26,36707,153.112.24.85,37106,ACCEPT
FORWARD,udp,105.248.120.2,15780,174.234.17.177,9724,ACCEPT
INPUT,tcp,208.20.167.102,26182,90.29.119.239,57293,ACCEPT
FORWARD,udp,201.118.169.172,33623,174.54.16.174,61511,DROP
OUTPUT,udp,229.47.253.130,39521,143.112.191.145,52779,ACCEPT
FORWARD,tcp,3.115.228.41,34691,23.108.162.72,30171,ACCEPT
INPUT,tcp,125.199.107.84,37296,8.188.42.240,56907,ACCEPT
INPUT,udp,239.69.115.251,23144,255.196.118.199,10210,DROP
FORWARD,udp,179.110.185.65,42736,118.178.68.105,23503,ACCEPT
INPUT,udp,237.201.105.237,31062,74.15.233.196,17548,ACCEPT
INPUT,udp,67.95.116.39,65428,98.84.82.108,26193,DROP
INPUT,udp,232.63.249.211,5937,48.154.67.217,27086,ACCEPT
FORWARD,tcp,3.191.193.137,42963,146.104.73.40,38315,ACCEPT
INPUT,udp,120.34.157.12,53304,26.219.107.165,16612,DROP
OUTPUT,tcp,159.25.94.42,28100,1.254.190.171,16080,DROP
INPUT,tcp,123.155.208.1,6830,127.232.66.141,26416,DROP
FORWARD,udp,188.68.238.96,64365,201.183.42.252,11715,DROP
INPUT,udp,160.92.202.133,45123,57.149.203.128,60550,DROP
OUTPUT,udp,73.167.197.90,57367,203.218.136.30,25639,DROP
INPUT,udp,171.54.4.79,54103,199.13.170.17,62838,ACCEPT
FORWARD,tcp,105.171.0.100,48190,83.47.5.225,6906,DROP
INPUT,tcp,2.22.39.28,35468,202.14.50.129,55962,ACCEPT
FORWARD,tcp,126.173.61.217,60279,136.194.224.152,24080,ACCEPT
FORWARD,udp,44.70.203.106,30323,168.222.29.114,39733,ACCEPT
INPUT,tcp,199.139.104.204,49586,170.239.161.125,36013,DROP
INPUT,tcp,93.68.125.80,18108,240.205.174.243,28719,DROP
FORWARD,tcp,139.125.75.120,43891,9.249.79.27,64646,ACCEPT
INPUT,udp,187.103.161.190,35693,110.241.146.3,21394,ACCEPT
OUTPUT,udp,155.112.147.72,22473,154.17.250.16,45271,ACCEPT
FORWARD,udp,199.174.205.2,30751,175.110.99.116,44790,DROP
OUTPUT,udp,54.83.141.190,41677,238.173.145.84,60660,ACCEPT
INPUT,udp,119.138.210.133,22379,130.253.13.5,50437,DROP
INPUT,tcp,128.147.239.113,36320,94.13.46.246,38155,ACCEPT
OUTPUT,tcp,133.175.247.228,46359,176.119.26.201,2326,DROP
OUTPUT,tcp,243.173.136.86,14212,135.184.197.192,2493,DROP
FORWARD,udp,85.25.5.37,42955,56.233.24.57,20419,DROP
OUTPUT,udp,166.80.60.42,11354,129.244.52.213,823,DROP
FORWARD,tcp,227.61.229.4,40037,19.211.32.58,14091,DROP
FORWARD,udp,25.209.145.239,15563,251.82.175.238,5665,DROP
INPUT,udp,63.140.132.6,61744,203.179.12.110,47913,ACCEPT
OUTPUT,tcp,75.144.41.75,52738,43.53.128.188,35416,DROP
INPUT,tcp,47.21.138.66,33651,83.254.220.137,36813,DROP
INPUT,tcp,84.189.62.167,36173,251.206.239.189,27275,ACCEPT
OUTPUT,udp,238.61.1.109,20358,17.246.69.141,33622,ACCEPT
INPUT,tcp,25.46.253.252,3241,211.121.160.203,19138,ACCEPT
INPUT,tcp,162.201.231.101,40399,246.175.72.111,4023,ACCEPT
OUTPUT,udp,213.196.115.100,25442,174.0.231.9,12262,ACCEPT
FORWARD,tcp,49.85.80.106,15467,183.93.73.82,52,DROP
OUTPUT,tcp,200.90.199.81,5769,36.78.192.176,43169,DROP
FORWARD,tcp,185.13.183.41,5714,84.12.45.161,33852,DROP
FORWARD,tcp,137.160.159.155,58955,121.148.52.203,55020,ACCEPT
